CNPJ,DENOM_SOCIAL,VL_PL,ADMIN,sinal_id,pilar,nome,severidade,peso,valor_observado,limiar,limiar_sentido,materialidade_regra,materialidade_rs,meses_consecutivos,persistencia_min_meses,persistencia_atendida,meses_com_disparo,ultimo_mes_disparo,tipo_evidencia
46711630000175,CHEMICAL XII - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - INDÚSTRIA PETROQUÍMICA,116020959.44,BEM - DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,QA-02,1. Qualidade do ativo,Deterioração acelerada da inadimplência em 12 meses,alta,6,0.19418342663632232,0.1447869132832416,>=,DC (tab I) >= R$ 50 mi,13499371.990681283,1,2,False,1,2026-06-30,derivado
46744586000108,BYRON 61 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NAO PADRONIZADOS,119989669.2,FINVEST DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,CN-01,3. Concentração,Cedente único dominante,média,3,99.0,98.836,>=,DC >= R$ 50 mi,120523264.587,1,3,False,1,2026-06-30,observado
46744586000108,BYRON 61 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NAO PADRONIZADOS,119989669.2,FINVEST DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,CN-02,3. Concentração,Índice HHI de cedentes no topo,média,3,9801.0,9774.09064,>=,DC >= R$ 50 mi,121740671.3,1,3,False,1,2026-06-30,derivado
46744586000108,BYRON 61 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NAO PADRONIZADOS,119989669.2,FINVEST DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,GV-03,4. Governança e conflitos,Troca de administrador nos últimos 12 meses,baixa,1,1.0,1.0,>=,PL >= R$ 50 mi,119989669.2,8,1,True,8,2026-06-30,observado
46744586000108,BYRON 61 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NAO PADRONIZADOS,119989669.2,FINVEST DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,JR-03,6. Risco judicial e regulatório,Classificação SCR concentrada em faixas E a H,alta,6,0.2414185941219844,0.14966251315747137,>=,DC >= R$ 50 mi,31446160.5,1,3,False,1,2026-06-30,observado
46766050000185,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS ALION II CONSIGNADOS,264861217.81,QI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,CN-04,3. Concentração,Carteira monossegmento,baixa,1,1.0,0.999,>=,DC >= R$ 200 mi,342489941.04,13,3,True,13,2026-06-30,derivado
46766050000185,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS ALION II CONSIGNADOS,264861217.81,QI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,DI-01,5. Integridade dos dados e reportes,Percentuais de cedentes inconsistentes,média,3,1.0,1.0,>=,DC >= R$ 50 mi,260478068.43,8,1,True,8,2026-06-30,observado
46766050000185,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS ALION II CONSIGNADOS,264861217.81,QI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,DI-03,5. Integridade dos dados e reportes,Cedentes não declarados em carteira de direitos creditórios material,baixa,1,1.0,1.0,>=,DC >= R$ 200 mi,260478068.43,13,3,True,13,2026-06-30,observado
46766050000185,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS ALION II CONSIGNADOS,264861217.81,QI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,GV-03,4. Governança e conflitos,Troca de administrador nos últimos 12 meses,baixa,1,1.0,1.0,>=,PL >= R$ 50 mi,264861217.81,9,1,True,9,2026-06-30,observado
46766050000185,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS ALION II CONSIGNADOS,264861217.81,QI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,QA-02,1. Qualidade do ativo,Deterioração acelerada da inadimplência em 12 meses,alta,6,0.1604302884177642,0.1447869132832416,>=,DC (tab I) >= R$ 50 mi,54945760.02123026,2,2,True,2,2026-06-30,derivado
46767226000113,GUARDIAN MULTI CONSIGNADO I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,258668615.04,BANVOX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA,CN-04,3. Concentração,Carteira monossegmento,baixa,1,1.0,0.999,>=,DC >= R$ 200 mi,291862570.5,13,3,True,13,2026-06-30,derivado
46767226000113,GUARDIAN MULTI CONSIGNADO I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,258668615.04,BANVOX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA,DI-03,5. Integridade dos dados e reportes,Cedentes não declarados em carteira de direitos creditórios material,baixa,1,1.0,1.0,>=,DC >= R$ 200 mi,251535808.11,13,3,True,13,2026-06-30,observado
46783889000121,MIDAS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS,199764886.99,QI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,CN-03,3. Concentração,Base de cotistas mínima em veículo de porte,média,3,2.0,2.0,<=,PL >= R$ 156 mi (p75 do mercado),199764886.99,9,3,True,9,2026-06-30,observado
46783889000121,MIDAS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS,199764886.99,QI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,DI-01,5. Integridade dos dados e reportes,Percentuais de cedentes inconsistentes,média,3,1.0,1.0,>=,DC >= R$ 50 mi,199803834.0,1,1,True,3,2026-06-30,observado
46783889000121,MIDAS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS,199764886.99,QI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,JR-02,6. Risco judicial e regulatório,Carteira concentrada em créditos judiciais e precatórios,baixa,1,1.0,0.9172193898000603,>=,carteira segmentada >= R$ 50 mi,199803834.0,13,3,True,13,2026-06-30,observado
46783889000121,MIDAS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS,199764886.99,QI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,JR-04,6. Risco judicial e regulatório,Classe ou fundo em liquidação com patrimônio relevante,alta,6,1.0,1.0,>=,PL >= R$ 10 mi,199764886.99,13,1,True,13,2026-06-30,observado
46799305000106,INTER BASE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL - RESPONSABILIDADE LIMITADA,85054363.2,QI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,PO-02,"8. PLD/FTP, lastro e movimentação",Rolagem elevada por recompra e substituição,alta,6,0.38717064138807344,0.38223524859727276,>=,carteira média 12m >= R$ 50 mi,23495908.29,1,2,False,2,2026-06-30,derivado
46879163000197,CAPITAL MULTICRÉDITOS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADO,19670666.45,CBSF DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,DI-06,5. Integridade dos dados e reportes,Carteira estagnada ao centavo por três meses ou mais,média,3,8.0,3.0,>=,carteira >= R$ 10 mi,19287496.93,6,1,True,6,2026-06-30,observado
46879223000171,GOLDEN BRIDGE FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS NAO PADRONIZADOS,1299037542.35,CBSF DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,CN-03,3. Concentração,Base de cotistas mínima em veículo de porte,média,3,1.0,2.0,<=,PL >= R$ 156 mi (p75 do mercado),1299037542.35,3,3,True,11,2026-06-30,observado
46879223000171,GOLDEN BRIDGE FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS NAO PADRONIZADOS,1299037542.35,CBSF DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,CN-04,3. Concentração,Carteira monossegmento,baixa,1,1.0,0.999,>=,DC >= R$ 200 mi,1306554467.4,3,3,True,9,2026-06-30,derivado
46879223000171,GOLDEN BRIDGE FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS NAO PADRONIZADOS,1299037542.35,CBSF DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,DI-03,5. Integridade dos dados e reportes,Cedentes não declarados em carteira de direitos creditórios material,baixa,1,1.0,1.0,>=,DC >= R$ 200 mi,1300000000.0,3,3,True,11,2026-06-30,observado
46879223000171,GOLDEN BRIDGE FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS NAO PADRONIZADOS,1299037542.35,CBSF DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,DI-05,5. Integridade dos dados e reportes,Lacuna de reporte na série mensal,média,3,2.0,1.0,>=,PL >= R$ 10 mi,1299037542.35,3,1,True,3,2026-06-30,observado
46879223000171,GOLDEN BRIDGE FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS NAO PADRONIZADOS,1299037542.35,CBSF DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,GV-04,4. Governança e conflitos,Vínculo nominal com grupo alcançado por medida do BCB/CVM,alta,6,1.0,1.0,>=,sem porte mínimo,1299037542.35,3,1,True,11,2026-06-30,observado
46879430000126,MULTIPLIER FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADO,33042658.13,ID CORRETORA DE TITULOS E VALORES MOBILIARIOS S.A.,DI-06,5. Integridade dos dados e reportes,Carteira estagnada ao centavo por três meses ou mais,média,3,3.0,3.0,>=,carteira >= R$ 10 mi,43708424.1,1,1,True,1,2026-06-30,observado
46930099000121,BALLANGEN 82 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS,17965162.92,CBSF DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,DI-06,5. Integridade dos dados e reportes,Carteira estagnada ao centavo por três meses ou mais,média,3,3.0,3.0,>=,carteira >= R$ 10 mi,12315409.7,1,1,True,1,2026-06-30,observado
46930133000168,BARDU 82 FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS NAO PADRONIZADOS,77819800.06,PLANNER CORRETORA DE VALORES S.A.,ES-03,2. Estrutura e subordinação,Colchão subordinado menor que a inadimplência líquida de provisão,crítica,10,1.0,1.0,>=,inadimplência líquida de provisão >= R$ 10 mi e sênior emitida,10549624.29,7,2,True,7,2026-06-30,derivado
46930133000168,BARDU 82 FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS NAO PADRONIZADOS,77819800.06,PLANNER CORRETORA DE VALORES S.A.,GV-03,4. Governança e conflitos,Troca de administrador nos últimos 12 meses,baixa,1,1.0,1.0,>=,PL >= R$ 50 mi,77819800.06,8,1,True,8,2026-06-30,observado
46930133000168,BARDU 82 FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS NAO PADRONIZADOS,77819800.06,PLANNER CORRETORA DE VALORES S.A.,IC-03,7. Inconsistências contábeis e econômicas,Resultado positivo na sênior com inadimplência alta e provisão nula,alta,6,1.0,1.0,>=,inadimplência >= R$ 10 mi,10549624.29,6,2,True,6,2026-06-30,derivado
46930133000168,BARDU 82 FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS NAO PADRONIZADOS,77819800.06,PLANNER CORRETORA DE VALORES S.A.,QA-02,1. Qualidade do ativo,Deterioração acelerada da inadimplência em 12 meses,alta,6,0.15066652590474855,0.1447869132832416,>=,DC (tab I) >= R$ 50 mi,10549624.29,7,2,True,7,2026-06-30,derivado
46930133000168,BARDU 82 FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS NAO PADRONIZADOS,77819800.06,PLANNER CORRETORA DE VALORES S.A.,QA-03,1. Qualidade do ativo,Provisão nula diante de inadimplência material,alta,6,0.0,0.0,<=,inadimplência >= R$ 10 mi,10549624.29,6,3,True,6,2026-06-30,derivado
46930133000168,BARDU 82 FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS NAO PADRONIZADOS,77819800.06,PLANNER CORRETORA DE VALORES S.A.,QA-05,1. Qualidade do ativo,Inadimplência integralmente envelhecida (> 360 dias),média,3,1.0,1.0,>=,inadimplência >= R$ 10 mi,10549624.29,1,3,False,1,2026-06-30,derivado
47085610000107,FUNDO DE GESTÃO DE ATIVOS DE CRÉDITO - FIDC RESPONSABILIDADE LIMITADA,383115911.65,APEX DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,CN-04,3. Concentração,Carteira monossegmento,baixa,1,1.0,0.999,>=,DC >= R$ 200 mi,280580932.24,11,3,True,11,2026-06-30,derivado
47085610000107,FUNDO DE GESTÃO DE ATIVOS DE CRÉDITO - FIDC RESPONSABILIDADE LIMITADA,383115911.65,APEX DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,JR-02,6. Risco judicial e regulatório,Carteira concentrada em créditos judiciais e precatórios,baixa,1,1.0,0.9172193898000603,>=,carteira segmentada >= R$ 50 mi,280580932.24,13,3,True,13,2026-06-30,observado
47085633000103,FUNDO DE CRÉDITO E RECEBÍVEIS - FIDC RESPONSABILIDADE LIMITADA,277948724.48,APEX DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,CN-04,3. Concentração,Carteira monossegmento,baixa,1,1.0,0.999,>=,DC >= R$ 200 mi,256984801.87,13,3,True,13,2026-06-30,derivado
47094392000169,LIETO11 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADO RESPONSABILIDADE ILIMITADA,1225291499.88,ID CORRETORA DE TITULOS E VALORES MOBILIARIOS S.A.,CN-03,3. Concentração,Base de cotistas mínima em veículo de porte,média,3,2.0,2.0,<=,PL >= R$ 156 mi (p75 do mercado),1225291499.88,13,3,True,13,2026-06-30,observado
47094392000169,LIETO11 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADO RESPONSABILIDADE ILIMITADA,1225291499.88,ID CORRETORA DE TITULOS E VALORES MOBILIARIOS S.A.,CN-04,3. Concentração,Carteira monossegmento,baixa,1,1.0,0.999,>=,DC >= R$ 200 mi,1118897291.97,13,3,True,13,2026-06-30,derivado
47094392000169,LIETO11 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADO RESPONSABILIDADE ILIMITADA,1225291499.88,ID CORRETORA DE TITULOS E VALORES MOBILIARIOS S.A.,DI-03,5. Integridade dos dados e reportes,Cedentes não declarados em carteira de direitos creditórios material,baixa,1,1.0,1.0,>=,DC >= R$ 200 mi,1118897291.97,9,3,True,11,2026-06-30,observado
47094392000169,LIETO11 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADO RESPONSABILIDADE ILIMITADA,1225291499.88,ID CORRETORA DE TITULOS E VALORES MOBILIARIOS S.A.,GV-03,4. Governança e conflitos,Troca de administrador nos últimos 12 meses,baixa,1,1.0,1.0,>=,PL >= R$ 50 mi,1225291499.88,10,1,True,10,2026-06-30,observado
47094392000169,LIETO11 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADO RESPONSABILIDADE ILIMITADA,1225291499.88,ID CORRETORA DE TITULOS E VALORES MOBILIARIOS S.A.,IC-03,7. Inconsistências contábeis e econômicas,Resultado positivo na sênior com inadimplência alta e provisão nula,alta,6,1.0,1.0,>=,inadimplência >= R$ 10 mi,1118897291.97,1,2,False,1,2026-06-30,derivado
47094392000169,LIETO11 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADO RESPONSABILIDADE ILIMITADA,1225291499.88,ID CORRETORA DE TITULOS E VALORES MOBILIARIOS S.A.,QA-01,1. Qualidade do ativo,Inadimplência abrangente no topo do mercado,alta,6,1.0,0.3593440265166055,>=,DC (tab I) >= R$ 50 mi,1118897291.97,1,3,False,1,2026-06-30,derivado
47094392000169,LIETO11 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADO RESPONSABILIDADE ILIMITADA,1225291499.88,ID CORRETORA DE TITULOS E VALORES MOBILIARIOS S.A.,QA-02,1. Qualidade do ativo,Deterioração acelerada da inadimplência em 12 meses,alta,6,1.0,0.1447869132832416,>=,DC (tab I) >= R$ 50 mi,1118897291.97,1,2,False,1,2026-06-30,derivado
47094392000169,LIETO11 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADO RESPONSABILIDADE ILIMITADA,1225291499.88,ID CORRETORA DE TITULOS E VALORES MOBILIARIOS S.A.,QA-03,1. Qualidade do ativo,Provisão nula diante de inadimplência material,alta,6,0.0,0.0,<=,inadimplência >= R$ 10 mi,1118897291.97,1,3,False,1,2026-06-30,derivado
47117653000119,CERUS  FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,96216186.1,HEMERA DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA,DI-01,5. Integridade dos dados e reportes,Percentuais de cedentes inconsistentes,média,3,1.0,1.0,>=,DC >= R$ 50 mi,98807506.11,2,1,True,6,2026-06-30,observado
47117685000114,SOLIS  KEDU FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,128515890.89,HEMERA DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA,QA-03,1. Qualidade do ativo,Provisão nula diante de inadimplência material,alta,6,0.0,0.0,<=,inadimplência >= R$ 10 mi,16518948.55,2,3,False,2,2026-06-30,derivado
47117773000116,SOLIS CONSIGNADO FEDERAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESP LIMITADA,267352193.71,HEMERA DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA,CN-04,3. Concentração,Carteira monossegmento,baixa,1,1.0,0.999,>=,DC >= R$ 200 mi,268057327.4,13,3,True,13,2026-06-30,derivado
47117821000176,B33 FUNDO  DE INVESTIMENTO EM DIREITOS CREDITORIOS,26892755.8,HEMERA DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA,ES-03,2. Estrutura e subordinação,Colchão subordinado menor que a inadimplência líquida de provisão,crítica,10,1.0,1.0,>=,inadimplência líquida de provisão >= R$ 10 mi e sênior emitida,12447293.310030917,5,2,True,5,2026-06-30,derivado
47117821000176,B33 FUNDO  DE INVESTIMENTO EM DIREITOS CREDITORIOS,26892755.8,HEMERA DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA,QA-03,1. Qualidade do ativo,Provisão nula diante de inadimplência material,alta,6,0.0,0.0,<=,inadimplência >= R$ 10 mi,21316001.38,6,3,True,6,2026-06-30,derivado
47117855000160,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SOL CONSIG - RESPONSABILIDADE LIMITADA,688855871.34,HEMERA DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA,CN-04,3. Concentração,Carteira monossegmento,baixa,1,1.0,0.999,>=,DC >= R$ 200 mi,703321486.47,13,3,True,13,2026-06-30,derivado
47166884000112,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS COMERCIAIS VIKING,1146731982.97,BEM - DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,CN-03,3. Concentração,Base de cotistas mínima em veículo de porte,média,3,1.0,2.0,<=,PL >= R$ 156 mi (p75 do mercado),1146731982.97,13,3,True,13,2026-06-30,observado
47166884000112,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS COMERCIAIS VIKING,1146731982.97,BEM - DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,CN-04,3. Concentração,Carteira monossegmento,baixa,1,1.0,0.999,>=,DC >= R$ 200 mi,784973553.76,13,3,True,13,2026-06-30,derivado
47166884000112,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS COMERCIAIS VIKING,1146731982.97,BEM - DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,PO-01,"8. PLD/FTP, lastro e movimentação",Giro anual da carteira no extremo do mercado,média,3,9.81510197952998,9.068093452089315,>=,carteira média 12m >= R$ 50 mi,12286667498.59,2,2,True,7,2026-06-30,derivado
47167918000193,GV ATACAMA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,151199850.68,QI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,CN-05,3. Concentração,Ativo composto quase inteiramente por cotas de outros FIDCs,baixa,1,0.9982342035030458,0.9968472480623022,>=,PL >= R$ 50 mi,151227942.74,7,3,True,11,2026-06-30,observado
47168064000160,VASTO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,0.0,QI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,ES-04,2. Estrutura e subordinação,Patrimônio líquido nulo ou negativo,crítica,10,1.0,1.0,>=,sem porte mínimo — PL negativo é relevante em qualquer escala,0.0,13,1,True,13,2026-06-30,observado
47227790000106,SAPPHIRE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,1425902192.06,BANCO DAYCOVAL S.A.,CN-04,3. Concentração,Carteira monossegmento,baixa,1,1.0,0.999,>=,DC >= R$ 200 mi,760942014.37,13,3,True,13,2026-06-30,derivado
47227790000106,SAPPHIRE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,1425902192.06,BANCO DAYCOVAL S.A.,QA-04,1. Qualidade do ativo,Inadimplência exatamente zero em carteira grande e concentrada,alta,6,1.0,1.0,>=,DC >= R$ 428 mi (p90 do mercado) e cedente máximo >= 50%,760942014.37,2,3,False,4,2026-06-30,derivado
47228232000165,AGRO FLEX FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,2352850421.12,BANCO DAYCOVAL S.A.,CN-04,3. Concentração,Carteira monossegmento,baixa,1,0.9991096583854626,0.999,>=,DC >= R$ 200 mi,2163998548.98,9,3,True,9,2026-06-30,derivado
47228232000165,AGRO FLEX FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,2352850421.12,BANCO DAYCOVAL S.A.,JR-03,6. Risco judicial e regulatório,Classificação SCR concentrada em faixas E a H,alta,6,0.8471945544580789,0.14966251315747137,>=,DC >= R$ 50 mi,1834961529.17,1,3,False,1,2026-06-30,observado
47239731000158,BARRA RECUPERAÇÕES FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,78804689.63,ID CORRETORA DE TITULOS E VALORES MOBILIARIOS S.A.,GV-03,4. Governança e conflitos,Troca de administrador nos últimos 12 meses,baixa,1,1.0,1.0,>=,PL >= R$ 50 mi,78804689.63,6,1,True,6,2026-06-30,observado
47239731000158,BARRA RECUPERAÇÕES FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,78804689.63,ID CORRETORA DE TITULOS E VALORES MOBILIARIOS S.A.,QA-01,1. Qualidade do ativo,Inadimplência abrangente no topo do mercado,alta,6,0.9994691113783367,0.3593440265166055,>=,DC (tab I) >= R$ 50 mi,77947365.5,13,3,True,13,2026-06-30,derivado
47239731000158,BARRA RECUPERAÇÕES FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,78804689.63,ID CORRETORA DE TITULOS E VALORES MOBILIARIOS S.A.,QA-05,1. Qualidade do ativo,Inadimplência integralmente envelhecida (> 360 dias),média,3,1.0,1.0,>=,inadimplência >= R$ 10 mi,77947365.5,2,3,False,7,2026-06-30,derivado
47239759000195,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS FRV23 RESPONSABILIDADE LIMITADA,88029600.36,ID CORRETORA DE TITULOS E VALORES MOBILIARIOS S.A.,ES-05,2. Estrutura e subordinação,Rentabilidade negativa na cota sênior,alta,6,-6.53,-3.561999999999999,<=,PL >= R$ 50 mi,88029600.35987704,1,2,False,2,2026-06-30,observado
47239759000195,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS FRV23 RESPONSABILIDADE LIMITADA,88029600.36,ID CORRETORA DE TITULOS E VALORES MOBILIARIOS S.A.,GV-03,4. Governança e conflitos,Troca de administrador nos últimos 12 meses,baixa,1,1.0,1.0,>=,PL >= R$ 50 mi,88029600.36,8,1,True,8,2026-06-30,observado
47239759000195,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS FRV23 RESPONSABILIDADE LIMITADA,88029600.36,ID CORRETORA DE TITULOS E VALORES MOBILIARIOS S.A.,JR-03,6. Risco judicial e regulatório,Classificação SCR concentrada em faixas E a H,alta,6,0.4785263191286802,0.14966251315747137,>=,DC >= R$ 50 mi,42771381.099999994,2,3,False,6,2026-06-30,observado
47240173000140,CONSIGNADOS V FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,262177584.96,QI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,CN-04,3. Concentração,Carteira monossegmento,baixa,1,1.0,0.999,>=,DC >= R$ 200 mi,267419733.95,13,3,True,13,2026-06-30,derivado
47240173000140,CONSIGNADOS V FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,262177584.96,QI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,DI-04,5. Integridade dos dados e reportes,Soma das séries de cotas incompatível com o patrimônio líquido,média,3,0.10822926797665619,0.10533478935286547,>=,PL >= R$ 10 mi,28375288.100108385,1,2,False,1,2026-06-30,derivado
47240173000140,CONSIGNADOS V FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,262177584.96,QI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,GV-03,4. Governança e conflitos,Troca de administrador nos últimos 12 meses,baixa,1,1.0,1.0,>=,PL >= R$ 50 mi,262177584.96,1,1,True,1,2026-06-30,observado
47240716000120,PORTOSEG FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE ILIMITADA,10983998.9,BANCO DAYCOVAL S.A.,QA-05,1. Qualidade do ativo,Inadimplência integralmente envelhecida (> 360 dias),média,3,1.0,1.0,>=,inadimplência >= R$ 10 mi,12010325.77,8,3,True,12,2026-06-30,derivado
