DENOM_SOCIAL,CNPJ,VL_PL,v_sub,v_tot,indice_subordinacao
JIF II CRÉDITOS - FUNDO DE  INVESTIMENTO EM DIREITOS CREDITÓRIOS CRÉDITO PRIVADO,55595137000128,1167255846.63,1167255846.629771,1167255846.629771,1.0
MCA II FI EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,23711364000185,1163955072.66,,1163955072.4877093,
FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS PRECATÓRIOS BRASIL,32774233000138,1163772257.6,,1163772257.5965004,
ATIVOS ESPECIAIS III - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,42401957000190,1161233853.38,,1161233853.3786979,
PINE INSS III FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS  RESPONSABILIDADE LIMITADA,63546406000194,1153763377.65,172223714.73993754,1153763377.6455,0.14927126140144675
FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS COMERCIAIS VIKING,47166884000112,1146731982.97,0.0,1146731982.9279199,0.0
POTENCIAL INVEST FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM  DIREITOS CREDITÓRIOS,58645480000128,1141150790.24,1141150790.2423823,1141150790.2423823,1.0
FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS IV ENERGISA CENTRO OESTE,15254301000119,1122503422.27,72299062.78664492,1122503453.6766365,0.0644087664495261
FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS KINEA CRÉDITO ESTRUTURADO RESPONSABILIDADE LIMITADA,60431592000128,1116265513.27,0.0,1116265513.1956985,0.0
ICRED CHOPIN INSS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,63733796000101,1111178920.37,153239252.23029354,1111178920.3717034,0.1379069107781788
POTENCIAL INVEST FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,58545868000157,1108025278.38,1108025278.377312,1108025278.377312,1.0
PÉROLA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,53960578000156,1106052595.22,1001555301.560549,1106052595.2208717,0.9055223105014684
ASA LONGO PRAZO FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVEST EM DIREITOS CREDITÓRIOS RESP. LTDA,49916151000183,1099424222.75,166606201.34524623,1099424222.7503219,0.15153950394913424
VOLKSWAGEN TERA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RECEBÍVEIS COMERCIAIS RESP LTDA,58349979000198,1085890404.56,268225044.5175,1064776252.4661199,0.25190742552368733
SOLIS CAPITAL ANTARES PIONEIRO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS,55318040000178,1082756618.4,,1082756619.9277534,
SOLIS SPECIALE FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,30910762000196,1081054302.35,,1081054303.6448839,
CARTÃO DE COMPRA SUPPLIER FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS III - RESPONSABILIDADE LTDA,60942242000126,1073810964.54,163791974.55998495,1073810964.533875,0.15253334150027473
FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS NPL II,29292312000106,1069185006.76,0.0,1069185006.7599552,0.0
PLR FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,12236809000104,1064742280.9,,1064742280.8988862,
SOLIS CAPITAL ANTARES LIGHT FI EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITORIOS,34780531000166,1054531139.75,,1054531140.8232093,
SOLIS CAPITAL ANTARES LIGHT MASTER FUNDO DE INVESTIMENTO EM COTAS DE FI EM DIREITOS CREDITORIOS,34780492000105,1052506551.94,,1052506553.8796895,
JAPUÍRA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS,26459204000189,1036550916.66,1036550916.6581372,1036550916.6581372,1.0
FUNDO DE INVESTIMENTO EM COTAS DE  FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RED H,14132177000156,1035718461.82,1035718461.8199793,1035718461.8199793,1.0
POLÍGONO BRAVO CRÉDITO PRIVADO MULTIESTRATÉGIA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,54519672000137,1025784460.88,,1025784460.8740124,
FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS IOX I,19388423000159,1021885945.83,374355114.2013157,1021885945.8050609,0.3663374721397032
CLASSE ÚNICA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS AGRO CITI-BAYER RESPONSABILIDADE LIMITADA,44302112000172,1021572769.62,159589219.19968012,1021572766.217325,0.15621914020927394
PINE INSS  FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO  FINANCEIRO RESP LIMITADA,61271872000189,1019915716.89,164378337.39,1019915716.8920001,0.16116855017286313
PINE INSS II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS  RESPONSABILIDADE LIMITADA,63321684000143,1019657420.09,166663463.20036495,1019657420.091615,0.16345044905904813
PAN CONSIGNADO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,66737102000100,1016603043.91,1016603043.9123893,1016603043.9123893,1.0
FIDC BV AUTO II SEGMENTO FINANCEIRO - RESPONSABILIDADE LIMITADA,60598366000136,1013813788.76,157769309.37975,1013813788.7625,0.15561961291957696
HAVAN FORNECEDORES FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTICARTEIRA,51344394000136,1013545604.38,,1013545604.3778216,
NATURA PAY FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS CRÉDITO PESSOAL SOCIAL E IS RESP LTDA,57816252000100,1009314406.64,286045765.9903723,1009314406.6414639,0.28340600719472697
ALDEBARAN FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,57555582000190,1002415606.75,142779774.39000118,1002415606.7538981,0.14243570573722608
EXP 1 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS,17024362000115,1001151211.75,211443941.10909125,1001151211.7257025,0.21120080426674157
TABOR FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS  NÃO-PADRONIZADOS RESPONSABILIDADE LIMITADA,54029912000115,985011383.52,103387160.0703203,985011383.5190102,0.10496037081415616
FOR-TE FIDC,06182371000118,977835561.91,127051850.64982796,977835577.9548846,0.12993171195054418
NAZARE MASTER FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,31848028000107,974199793.82,0.0,974199795.1993917,0.0
FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS CLIENTES BRF II,52720932000102,973969605.99,101393264.8635744,973969605.9483744,0.10410310983456786
MEZZO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,40770670000101,969334455.98,,969334453.1423389,
FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS ANGÁ MULTI CONSIGNADOS I RESPONSABILIDADE LIMITADA,29720593000142,968651152.41,,968651152.4102048,
UPL 1 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS AGRONEGÓCIO RESPONSABILIDADE LIMITADA,28472392000100,965789869.25,147420083.96393153,965789869.2652205,0.15264198626983913
VERDE AM CRÉDITO ESTRUTURADO FIDC - CIC EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,42827518000143,965774948.8,0.0,965774945.1676399,0.0
ANGÁ FGTS III FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,54810968000102,965301307.96,155793966.36,965301307.9575001,0.16139413163092828
STEP-UP VII FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,26607493000116,960250194.42,0.0,960250194.4198642,0.0
VERMILLION I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS,28651441000172,957903049.18,957903049.172487,957903049.172487,1.0
SB CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL DE CLASSE UNICA FECHADA,23956882000169,954213469.15,349475145.234388,954232320.0282716,0.366236961271689
FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NOTO CONSIGNADOS - RESPONSABILIDADE LIMITADA,52989090000199,950559088.1,266207762.01528043,950559088.0991857,0.28005388128749664
FUNDO DE GESTÃO E RECUPERAÇÃO - FIDC - RESPONSABILIDADE LIMITADA,35880835000168,935477620.12,0.0,935477615.2712325,0.0
MEG - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,24069733000140,933195240.21,932771574.6945659,933195240.21,0.9995460054904065
MEG FUNDO DE INVESTIMENTOS EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,23245575000170,933138902.77,0.0,933138902.7702072,0.0
EMPRESAS DE TRANSPORTE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS.,52044598000114,927447084.08,382589453.83970827,927447083.8356798,0.41251890324288676
BEMOL CRÉDITO PESSOAL FIDC FINANCEIROS DE RESPONSABILIDADE LIMITADA,45445355000122,916110806.89,406663656.7274624,916110806.7795652,0.4439022591131969
GONN II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,56321885000185,915291645.76,915291645.7268989,915291645.7268989,1.0
MOAB FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO RECEBÍVEIS COMERCIAIS,60487508000198,914908738.26,22586760.02189371,914908737.5368309,0.02468744596614419
TAMBASA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,50327909000127,907215866.55,907215866.5465922,907215866.5465922,1.0
CLOUDWALK BIG PICTURE I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,54218673000141,904073803.43,23050123.39000326,904073803.4307282,0.02549584259883867
FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS PORTO DESAP -RESPONSABILIDADE LIMITADA,35754011000141,896266402.0,0.0,896266401.998551,0.0
FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS CRÉDITOS NÃO PADRONIZADOS I RESPONSABILIDADE LIMITADA,36672404000179,891514870.24,,891514872.0524313,
V SELECT FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,51943745000125,890681446.37,,890681446.3702514,
BYX MOZART FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - CRÉDITO CONSIGNADO RESP. LIMITADA,61188091000125,881787689.09,130011940.06955662,881787689.0890484,0.14744131912736105
POLÍGONO ALPHA CRÉDITO ESTRUTURADO FI EM COTAS DE  FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,54519721000131,880049090.22,,880049090.218811,
TM II FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS,57976916000107,876161254.62,,876161253.2683837,
FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS PICPAY FGTS,58148845000109,868936209.65,236698919.58063805,868936209.6507403,0.2724008010619982
SERENA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,53293984000102,865057055.5,865057055.6966505,865057055.6966505,1.0
XP CREDIT OPPORTUNITIES FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,53779703000126,864281715.99,864281715.9915845,864281715.9915845,1.0
MALTA II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS,29043573000184,855320775.99,,855320775.9923729,
LASSIE 1 CRÉDITOS JUDICIAIS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,49805246000120,850538306.24,,850538306.2454089,
CEA PAY FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS FINANCEIROS RESPONSABILIDADE LIMITADA,50168890000113,842505368.1,0.0,799860198.8938266,0.0
MINERVA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS II - CRÉDITO MERCANTIL RESP LIMITADA,60871638000120,838018529.68,93648449.54681793,838018529.5858179,0.11174985545140954
RAIKKONEN FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,53313856000183,836729263.29,0.0,836729263.2940792,0.0
PCS II GLOBAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,43702477000121,826467300.23,826467300.2181436,826467300.2181436,1.0
GUARDIAN MULTI CONSIGNADO XIII FUNDO DE  INVESTIMENTO EM DIREITOS CREDITÓRIOS RESP LTDA,59063143000195,821140488.29,98400264.3258626,748011483.5382843,0.13154913593091427
FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS ATACADO RESPONSABILIDADE LIMITADA,26405874000112,817184529.35,0.0,817184529.349981,0.0
BRAVE 30 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,41196241000135,814573041.07,,814573042.0286027,
AMAZONITA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,36246327000195,812145748.68,0.0,812145748.6799985,0.0
JC PLÁSTICOS FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS NAO-PADRONIZADOS - FIDC - NP,23798073000176,809070617.54,0.01,807219213.3887624,1.2388208598280639e-11
ROYAL BANK FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,10613882000114,808540098.3,0.0,808540098.3001641,0.0
AZO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADO,50314076000160,802801274.96,0.0,802801274.9544363,0.0
ICRED FGTS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,54518191000107,797908932.37,126788911.38559967,797908932.3712873,0.1589014814119183
IA II - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,62092802000126,795397994.61,0.0,795397994.5770468,0.0
GCB FORNECEDORES FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS COMERCIAIS RESPONSABILIDADE LIMITADA,61799604000134,785615459.71,334072689.7125927,785615460.2354722,0.4252369086683468
IA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,48997793000191,781782715.39,781782715.3799003,781782715.3799003,1.0
ARAGUAIA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,32321306000136,780376793.13,783268436.1412967,783268436.1412967,1.0
CITY FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADO,30144066000116,772069392.13,0.0,772069392.1299738,0.0
KINEA VÉRTICE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS ABERTO RESPONSABILIDADE LIMITADA,29986319000110,771314631.91,0.0,771314631.739835,0.0
OPERA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISETORIAL,29226704000169,767510008.24,154841204.6251588,767510008.2364872,0.2017448671202848
FIDC JOHN DEERE I SEGMENTO RECEBÍVEIS COMERCIAIS - RESPONSABILIDADE LIMITADA,65783221000129,767075838.68,767075838.6243638,767075838.6243638,1.0
PASSO FUNDO RS FUNDO DE INVESTIMENTO EM DIREITOS  CREDITÓRIOS RESPONSABILIDADE LIMITADA,32113780000172,765710103.17,350323836.1898673,765696149.0704503,0.4575233094944489
FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS BULLLA CARTÕES RESPONSABILIDADE LIMITADA,46655552000139,763807133.95,257293147.18440813,763807133.9469402,0.3368561718648227
LANDBANK FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,55562158000147,760477917.61,0.0,760477920.1673607,0.0
MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,37511828000114,754432811.09,243724037.2329124,754432812.5793618,0.323055987450538
OPI GOOROO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL - RESP LIMITADA,51295720000162,751721296.46,414541716.8395566,751721296.4593607,0.5514566619198706
CHEMICAL XV - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,67063613000149,749412873.0,148790213.48838058,749412872.9112134,0.19854237746194744
FUNDO DE INVESTIMENTO EM  DIREITOS CREDITÓRIOS CONSIG PREMIUM I RESPONSABILIDADE  LIMITADA,66226355000101,748831543.44,109864966.31025,748831543.4433751,0.14671519552322082
ITAÚ PIRINEUS II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE INFRA - RESP LIMITADA,54759252000128,747930967.3,80490104.12344848,747722273.272247,0.10764705961105146
RIZA STATHEROS FIC DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,42260903000151,743867881.36,,743867881.4420717,
ARON FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,26709975000187,743782066.5,743776617.4004062,743776617.4004062,1.0
HERMON FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS RESPONSABILIDADE LIMITADA,52069691000183,740484419.78,,740484419.7785674,
FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS STELLANTIS MOBILITY II - RESPONSABILIDADE LIMITADA,63322011000108,731257888.0,90859297.07302454,731257888.0014628,0.12425068989183032
DANIELE FUNDO DE INVEST EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISEGMENTOS,13005223000193,724029633.13,,724029633.1267384,
PS CRÉDITO ESTRUTURADO CART REV FI EM COTAS DE FUNDOS DE INVESTIMENTO EM  DIREITOS CREDITORIOS,60623935000156,723497933.97,,723497932.668291,
IFOOD PAGO CRÉDITO III FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS FINANCEIRO RESP. LIMITADA,61288838000117,722466359.01,219014167.76967472,722466359.0096748,0.3031479113711118
ISAAC FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DO SEGMENTO DE SERVIÇOS EDUCACIONAIS,44516049000177,721268162.92,236498848.8699263,721268162.9298263,0.3278930930616104
MULTIPLIKE INVESTIMENTOS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL - RESPONSABILI,28079873000150,717547129.56,717547129.535456,717547129.535456,1.0
RNX FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL DE RESPONSABILIDADE LIMITADA,12813212000177,715409074.26,325760413.335593,715409074.5964315,0.45534845014281833
ADGM FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,50491214000186,710016994.04,291693626.28174454,710016994.2360427,0.4108262600046612
ESPRESSO CRÉDITOS JUDICIAIS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,37022236000139,709452399.8,,709452399.799453,
ITAÚ PIRINEUS III FUNDO DE INVESTIMENTOS EM DIREITOS CREDITÓRIOS DE INFRAESTRUTURA RESP LIMITADA,59688936000108,708363721.37,73159478.77178583,708363673.2823623,0.10327954627145818
G5 SPECIAL F FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,37120828000193,706366188.04,204063000.4388077,706366188.0351272,0.2888912350213736
IS SOL AGORA GREEN II ESG FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,53164652000128,705498309.71,213638125.4999085,705498309.778735,0.30281876304836464
FUNDO DE  INVESTIMENTO EM DIREITOS CREDITÓRIOS TRADEPAY VAREJO I - RESPONSABILIDADE  LIMITADA,31570767000180,702136589.85,163659203.2401963,702136589.8502238,0.23308741576209158
SOL AGORA GREEN III ESG FIDC IS SEGMENTO FINANCEIRO RESPONSABILIDADE LIMITADA,58510255000184,700445756.69,176556617.02029777,700445756.800203,0.2520632258903943
FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MT FGTS RECEIVABLES II,54464892000100,697493758.97,135018676.32594317,697493753.1297442,0.19357689688272764
MT CP III FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,62274607000117,697089883.97,289050384.48241407,697089883.9586681,0.4146529610226742
DJF FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,35880735000131,694793402.11,0.0,694793404.7884675,0.0
FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS TRATEX PRECATÓRIO II - RESPONSABILIDADE LIMITADA,09115244000194,694519721.34,0.0,694519721.340006,0.0
FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SUMITOMO RESPONSABILIDADE LIMITADA,19746810000110,691010142.71,36992831.04877293,691010142.7146431,0.05353442556348894
FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RED CAH,17198624000168,690085466.21,690085466.2099729,690085466.2099729,1.0
ORRAM CORE FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,43551156000173,689641593.97,689641593.970724,689641593.970724,1.0
JP MM FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSEGMENTOS DE  RESPONSABILIDADE LIMITADA,31495065000189,689016117.95,589107655.9721959,689016117.9450752,0.8549983674244853
FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SOL CONSIG - RESPONSABILIDADE LIMITADA,47117855000160,688855871.34,138028883.99990332,688855871.3398103,0.20037411270290842
ARTESANAL CRÉDITO ESTRUTURADO II FIDC DE RESPONSABILIDADE LIMITADA,57535898000110,681351630.98,43143046.24993139,681351630.980214,0.06331979595890075
BLC II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS,28153046000160,677089997.05,677089997.0482672,677089997.0482672,1.0
ALPE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,32302163000115,674233494.55,,674233494.5488777,
FERRARA FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,37012075000100,673294822.11,366836159.60280544,673292628.2672944,0.5448391148241906
MASONE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,37021511000108,673285076.06,,673285076.057892,
MF GROUP FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS,47424724000126,673036320.46,673036320.4605542,673036320.4605542,1.0
DANIELE MÚLTIPLO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,32528241000102,672100372.1,,672100372.0999777,
MP FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,15675220000192,671805123.57,343994983.5791187,671805123.5669537,0.5120457875532046
ICRED INSS III FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,65347578000164,664757336.15,89859810.10020947,664757336.1491944,0.13517686110957314
XP CRÉDITO ESTRUTURADO 360 MASTER FIC FIDC RESPONSABILIDADE LIMITADA,29078618000156,664681995.93,664681992.5481755,664681992.5481755,1.0
GALAPAGOS WM FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,37037144000122,659339820.04,,659339820.0401049,
FIDC RANDONCORP SEGMENTO RECEBÍVEIS COMERCIAIS RESPONSABILIDADE LIMITADA,62690693000149,658827258.1,658827258.0970342,658827258.0970342,1.0
VALORA VANGUARD FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE  DIREITOS CREDITÓRIOS,59657690000107,658122501.28,,658122501.2792257,
IFOOD PAGO CRÉDITO I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS FINANCEIRO DE RESP LIMITADA,41197066000109,657095062.27,239570556.9596191,657096870.419419,0.3645894049178828
URA FIAGRO RESPONSABILIDADE LIMITADA,25382606000160,655903885.92,367452143.50666636,655903885.9172213,0.5602225438759496
MORE CRÉDITO FI EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,15585932000110,653996962.08,,653996961.797605,
NM VOLPI MORTGAGE FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS RESPONSABILIDADE LIMITADA,52756013000199,650997738.88,650997738.8812859,650997738.8812859,1.0
JC 4870 II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS,15428505000129,648584193.38,0.0,648584193.3799989,0.0
FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS XPCE INFRA,31216543000174,647834872.81,647834872.809378,647834872.809378,1.0
FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS ST,52653470000158,645139954.3,,645139954.2955813,
MAKENA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,45938235000167,643719944.74,64376466.079980746,643719944.7416973,0.10000694650810114
BT VAREJO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,55519337000100,643144597.27,465363993.9708801,643144597.2710252,0.7235759982210855
RIO FORMOSO II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS MULTISSETORIAL NP,21838483000178,641969978.44,0.0,641969978.4442763,0.0
RIZA STATHEROS MASTER FIC DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESP LIMITADA,42081295000118,640690483.1,,640690482.097834,
JIF CRÉDITOS - FUNDO DE INVESTIMENTO EM DIREITOS  CREDITÓRIOS CRÉD PRIV DE RESPONSABILIDADE ILIMITAD,35138028000174,640370291.03,640370291.028054,640370291.028054,1.0
PCS II BRASIL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,53864681000100,638743807.64,638743807.6363449,638743807.6363449,1.0
OP 1 FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILI,17334155000167,638630353.09,638630352.8847547,638630352.8847547,1.0
TARANIS - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,31164462000178,636635521.16,634592602.504939,636635521.1544399,0.9967910702723649
FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MOTO HONDA II,63882874000130,636583666.49,344550594.90873057,636583665.354739,0.5412495067977094
KONDOR KOBOLD FUNDO DE INVESTIMENTO EM COTAS DE FIDC - RESP LIMITADA,10292322000105,632022912.32,0.0,632022916.0914884,0.0
